"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3948850";"";"None";"410.54";"0";"3.20";"19";"Cc1cc(C)c2c(=O)n(CCCC(=O)N3CCN(c4ccccc4)CC3)sc2n1";"IC50";"'='";"389045.14";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3869869";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL563";"FLURBIPROFEN";"4.0";"244.26";"0";"3.68";"Flurbiprofen";"CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"23.34";"0.43";"2.02";"15.28";"0";"CHEMBL3869877";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL3912571";"";"None";"372.47";"0";"2.99";"24";"Cc1cc(C)c2c(=O)n(CN3CCN(c4ccccc4F)CC3)sc2n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3869869";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL3930586";"";"None";"444.99";"0";"3.86";"17";"Cc1cc(C)c2c(=O)n(CCCC(=O)N3CCN(c4cccc(Cl)c4)CC3)sc2n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3869869";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL3977032";"";"None";"410.54";"0";"3.37";"13";"CCC(C(=O)N1CCN(c2ccccc2)CC1)n1sc2nc(C)cc(C)c2c1=O";"IC50";"'='";"343600.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3869869";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3868617";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL1630257";"";"None";"348.75";"0";"4.72";"29e-R";"CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2";"IC50";"'='";"68.0";"nM";"7.17";"";"";"UO_0000065";"20.55";"0.43";"2.45";"15.40";"0";"CHEMBL1639903";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1630252";"";"None";"334.72";"0";"4.33";"29d-S";"CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2";"IC50";"'='";"910.0";"nM";"6.04";"";"";"UO_0000065";"18.05";"0.38";"1.71";"12.98";"0";"CHEMBL1639903";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1630254";"";"None";"366.79";"0";"4.88";"32a-S";"CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"18.60";"0.41";"1.94";"14.67";"0";"CHEMBL1639903";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL2333750";"";"None";"421.54";"1";"5.34";"1n";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CCCCC2)cc1";"IC50";"'='";"5090.0";"nM";"5.29";"";"";"UO_0000065";"12.56";"0.23";"-0.05";"9.32";"0";"CHEMBL2340595";"Inhibition of COX-2 (unknown origin) by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331353";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";""
"CHEMBL2380866";"";"None";"277.68";"0";"4.70";"3f";"Cc1onc(-c2ccc(Cl)o2)c1-c1ccc(F)cc1";"IC50";"'='";"17200.0";"nM";"4.76";"";"";"UO_0000065";"17.16";"0.34";"0.06";"12.16";"0";"CHEMBL2384261";"Inhibition of COX-2 in human whole blood assessed as inhibition of LPS-induced plasma PGE2 level by radioimmunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380195";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL3810027";"";"None";"322.36";"0";"1.23";"18";"COC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C";"IC50";"'='";"75000.0";"nM";"4.12";"";"";"UO_0000065";"12.80";"0.24";"2.89";"4.40";"0";"CHEMBL3811631";"Inhibition of human recombinant COX2 assessed as reduction in PGH2-derived PGF2alpha using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808358";"1";"Scientific Literature";"J Med Chem";"2016";"None";""
"CHEMBL4068239";"";"None";"234.21";"0";"0.19";"6";"O=C(NN1C(=O)CCC1=O)c1ccccc1O";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4030007";"Inhibition of COX2 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition measured after 2 mins by enzyme-immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL1626";"CLEMASTINE";"4.0";"343.90";"1";"5.10";"CLEMASTINE";"CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL17229";"";"None";"330.46";"0";"4.40";"7a";"CC(C)(C)c1cc(-c2nsc(NC#N)n2)cc(C(C)(C)C)c1O";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"22.17";"0.44";"2.93";"8.96";"0";"CHEMBL655563";"Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132622";"1";"Scientific Literature";"J Med Chem";"1999";"None";""
"CHEMBL359586";"";"None";"444.29";"1";"5.26";"Sl no.11";"COc1c(Cl)cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl";"IC50";"'='";"20.89";"nM";"7.68";"";"";"UO_0000065";"17.29";"0.37";"2.42";"11.07";"0";"CHEMBL827656";"Binding affinity for Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138688";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL365883";"";"None";"389.38";"0";"3.67";"Sl no.17";"NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCO3)cc1";"IC50";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"21.57";"0.42";"4.73";"10.68";"0";"CHEMBL827656";"Binding affinity for Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138688";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL118";"CELECOXIB";"4.0";"381.38";"0";"3.51";"Celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"19.40";"0.39";"3.89";"9.49";"1";"CHEMBL4151937";"Inhibition of human COX2 pre-incubated for 10 mins before arachidonic acid addition and measured after 2 mins by EIA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145689";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4208086";"";"None";"388.42";"1";"5.07";"13f";"COc1ccc(-c2nc3cc(NC(=O)c4cccc(C)c4)ccc3o2)cc1OC";"IC50";"'='";"1560.0";"nM";"5.81";"";"";"UO_0000065";"14.95";"0.27";"0.74";"7.89";"0";"CHEMBL4187828";"Inhibition of recombinant human N-terminal His-tagged COX2 expressed in baculovirus infected Sf21 cells assessed as reduction in prostaglandin production by enzyme immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184229";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL3885011";"";"None";"547.66";"1";"4.83";"17c";"COC(=O)Cc1c(C)n(Cc2ccc(-c3cn(CCCCCCCC(=O)NO)nn3)cc2)c2ccc(OC)cc12";"IC50";"'='";"4580.0";"nM";"5.34";"";"";"UO_0000065";"9.75";"0.18";"0.51";"4.43";"0";"CHEMBL3876948";"Inhibition of recombinant human COX2 using arachidonic acid as substrate preincubated for 15 mins followed by substrate addition for 2 mins by Cayman based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875218";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL171471";"";"None";"314.45";"0";"4.80";"6";"CS(=O)(=O)c1ccc(-c2ccccc2C2CCCCC2)cc1";"IC50";"'='";"31000.0";"nM";"4.51";"";"";"UO_0000065";"14.34";"0.28";"-0.29";"13.21";"0";"CHEMBL763091";"In vitro inhibitory concentration against recombinant human Prostaglandin G/H synthase 2 obtained from baculovirus";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131663";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL1630236";"";"None";"386.78";"1";"5.28";"18";"O=C(O)C1=Cc2c(ccc(Cl)c2Sc2ccccc2)OC1C(F)(F)F";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"16.72";"0.35";"1.19";"13.90";"0";"CHEMBL1639903";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1630243";"";"None";"349.74";"0";"3.58";"26a";"CCN(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2";"IC50";"'='";"21300.0";"nM";"4.67";"";"";"UO_0000065";"13.36";"0.28";"1.09";"9.39";"0";"CHEMBL1639903";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1630234";"";"None";"293.63";"0";"2.71";"13";"Nc1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2";"IC50";"'='";"1480.0";"nM";"5.83";"";"";"UO_0000065";"19.85";"0.42";"3.12";"8.04";"0";"CHEMBL1639903";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL187137";"";"None";"432.50";"1";"5.05";"Figure 1, R2C3";"COc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)c(=O)o2)cc1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"17.80";"0.34";"2.65";"10.46";"0";"CHEMBL1025125";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137766";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL119385";"NEFLAMAPIMOD";"2.0";"436.27";"1";"5.49";"VX-745";"O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL148542";"";"None";"264.31";"0";"2.25";"12a";"CS(=O)(=O)Nc1ccncc1Oc1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL916302";"Inhibition of COX2 in human whole blood assessed as inhibition of LPS-stimulated PGE2 production";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149303";"1";"Scientific Literature";"J Med Chem";"2004";"None";""
"CHEMBL4076689";"";"None";"355.40";"0";"3.70";"11a";"N#Cc1c(N=Cc2cccnc2)c(C(=O)Nc2ccccc2)n2c1CCC2";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"19.70";"0.35";"3.30";"8.43";"0";"CHEMBL4047088";"Inhibition of human recombinant COX2 assessed as reduction in PGH2 formation by measuring PGF2alpha by colorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043222";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL1729";"CISAPRIDE";"4.0";"465.95";"0";"3.36";"CISAPRIDE";"COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL403957";"";"None";"447.89";"0";"4.89";"61";"CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(Cl)s3)cc(C(F)(F)F)n2)cc1";"IC50";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"18.46";"0.40";"3.38";"11.49";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL409467";"";"None";"491.41";"1";"5.08";"53";"CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(OC(F)(F)F)cc3)cc(C(F)(F)F)n2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL1957450";"";"None";"394.45";"1";"-0.99";"Trp-Cys-Ser";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"11.86";"0.24";"5.67";"2.97";"0";"CHEMBL1960469";"Inhibition of human recombinant COX2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955752";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";""
"CHEMBL272626";"";"None";"408.41";"0";"3.57";"12";"CS(=O)(=O)c1ccc(-c2nc(NCc3ccccn3)cc(C(F)(F)F)n2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL947226";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL271337";"";"None";"414.43";"0";"3.48";"7";"NS(=O)(=O)c1ccc(-c2nc(NCc3cccs3)cc(C(F)(F)F)n2)cc1";"IC50";"'='";"22.3";"nM";"7.65";"";"";"UO_0000065";"18.46";"0.39";"4.17";"7.81";"0";"CHEMBL947226";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL229955";"";"None";"296.37";"0";"4.20";"6";"COc1ccc2c(c1)CCC(c1ccc(OC)c(OC)c1)=C2";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"25.38";"0.47";"3.32";"27.17";"0";"CHEMBL906707";"Inhibition of human recombinant COX2 by measuring PGE2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143748";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";""
"CHEMBL56367";"NIMESULIDE";"4.0";"308.31";"0";"2.76";"Nimesulide";"CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1";"IC50";"'='";"8700.0";"nM";"5.06";"";"";"UO_0000065";"16.41";"0.33";"2.30";"5.14";"0";"CHEMBL1777072";"Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772961";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1775088";"";"None";"328.37";"0";"3.86";"5b";"O=[N+]([O-])c1cccc(Oc2ccc(OCCN3CCCC3)cc2)c1";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"14.88";"0.28";"1.03";"7.54";"0";"CHEMBL1777072";"Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772961";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1775095";"";"None";"361.46";"0";"3.36";"5i";"CS(=O)(=O)c1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1777072";"Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772961";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1775105";"";"None";"298.39";"0";"3.54";"6a";"Nc1ccccc1Oc1ccc(OCCN2CCCC2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1777072";"Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772961";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1775100";"";"None";"351.37";"0";"4.97";"5n";"FC(F)(F)c1cccc(Oc2ccc(OCCN3CCCC3)cc2)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1777072";"Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772961";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL118";"CELECOXIB";"4.0";"381.38";"0";"3.51";"C10";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"19.40";"0.39";"3.89";"9.49";"1";"CHEMBL769648";"Inhibitory concentration against human prostaglandin G/H synthase 2 at 25 degrees.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135018";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";""
"CHEMBL175";"DEXIBUPROFEN";"4.0";"206.28";"0";"3.07";"Ibuprofen";"CC(C)Cc1ccc([C@H](C)C(=O)O)cc1";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"29.75";"0.56";"3.07";"16.45";"0";"CHEMBL1948029";"Inhibition of COX2 in LPS-stimulated and PMA-treated human U937 cells assessed as PGE2 production after 15 mins by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1944509";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308006";""
